thumb,image,big,description
EDIBLES-INCREDIBLES_01-t.jpg,EDIBLES-INCREDIBLES_01-i.jpg,EDIBLES-INCREDIBLES_01-b.jpg,"Bob Eschino, president and co-founder of Incredibles, an edible manufacturing company in Denver, Colorado, holds one of the company's signature chocolate bars infused with 100mg of THC. (Jessie Wardarski | NEWS21)."
EDIBLES-INCREDIBLES_02-t.jpg,EDIBLES-INCREDIBLES_02-i.jpg,EDIBLES-INCREDIBLES_02-b.jpg,"Crystal Atencio of Incredibles grabs a plate of baked chocolate bars infused with marijuana and knocks it from its mold, preparing it to be packaged and labeled. (Jessie Wardarski | News21)."
EDIBLES-INCREDIBLES_03-t.jpg,EDIBLES-INCREDIBLES_03-i.jpg,EDIBLES-INCREDIBLES_03-b.jpg,Crystal Atencio of Incredibles holds a chocolate bar infused with 250mg of THC. (Jesse Wardarski | News21).
EDIBLES-INCREDIBLES_04-t.jpg,EDIBLES-INCREDIBLES_04-i.jpg,EDIBLES-INCREDIBLES_04-b.jpg,"Bob Eschino, president and co-founder of Incredibles, looks at the label of one of his company's edible marijuana products in Denver, Colorado.  (Jessie Wardarski| News21)."
EDIBLES-INCREDIBLES_05-t.jpg,EDIBLES-INCREDIBLES_05-i.jpg,EDIBLES-INCREDIBLES_05-b.jpg,"Partner and Executive Chef at Incredibles, Joshua Fink, holds a THC infused GUM e. (Jessie Wardarski | News21)."
EDIBLES-INCREDIBLES_06-t.jpg,EDIBLES-INCREDIBLES_06-i.jpg,EDIBLES-INCREDIBLES_06-b.jpg,"Bob Eschino holds a refrigerated batch of concentrate made at his edible manufacturing company, Incredibles. (Jessie Wardarski | News21)."
EDIBLES-INCREDIBLES_07-t.jpg,EDIBLES-INCREDIBLES_07-i.jpg,EDIBLES-INCREDIBLES_07-b.jpg,"Bob Eschino looks into an oven at his edible manufacturing company in Denver, Colorado. (Jessie Wardarski |News21)."
EDIBLES-INCREDIBLES_08-t.jpg,EDIBLES-INCREDIBLES_08-i.jpg,EDIBLES-INCREDIBLES_08-b.jpg,"A sheet of marijuana oil extract waits for processing at Incredibles extract room in Denver, Colorado. (Jessie Wardarski | News21)."
